Publication	Character Number	State Number	Textual Description	Entity ID	Entity Name	Quality ID	Quality Name	Additional Entity ID	Additional Entity Name	Count	Measurement	Unit ID	Unit Name	Curator Notes	
Malabarba 1998	55	0	number and arrangement of the tooth rows of premaxilla; 0 two tooth or different from state1; 1 presence of single regular tooth row in premaxilla with teeth perfectly aligned and similar in shape and cusp number											need to complete	
Malabarba 1998	55	1	number and arrangement of the tooth rows of premaxilla; 0 two tooth or different from state1; 1 presence of single regular tooth row in premaxilla with teeth perfectly aligned and similar in shape and cusp number											need to complete	
Malabarba 1998	56	0	tooth shape; 0 tooth base enlarged, with conial cusps; 1 teeth pedunculate, largely expanded, and compressed distally	TAO:0001625	tooth	PATO:0000052	shape							need to complete	
Malabarba 1998	56	1	tooth shape; 0 tooth base enlarged, with conial cusps; 1 teeth pedunculate, largely expanded, and compressed distally	TAO:0001625	tooth	PATO:0000052	shape							need to complete	
Malabarba 1998	57	0	dentary teeth; 0 with tooth cusp arrangement different from satate 1; 1 each tooth with 7 cusps, being 5 cental cusps larger, compressed and in a row forming sharp cutting edge	TAO:0001628	dentary tooth									need to complete	
Malabarba 1998	57	1	dentary teeth; 0 with tooth cusp arrangement different from satate 1; 1 each tooth with 7 cusps, being 5 cental cusps larger, compressed and in a row forming sharp cutting edge	TAO:0001628	dentary tooth									need to complete	
Malabarba 1998	58	0	dentary teeth; 0 with tooth cusp arrangement different from state 1 and 2; 1 each tooth with 3 central cusps larger, compressed and in row forming sharp cutting edge; cups tips are distal; 2 each tooth with 3 central cusps larger; compressed and in row forming sharp cutting edge, cusp tips of central cusp distal and cusp tips of lateral cusps are lateral	TAO:0001628	dentary tooth										
Malabarba 1998	58	1	dentary teeth; 0 with tooth cusp arrangement different from state 1 and 2; 1 each tooth with 3 central cusps larger, compressed and in row forming sharp cutting edge; cups tips are distal; 2 each tooth with 3 central cusps larger; compressed and in row forming sharp cutting edge, cusp tips of central cusp distal and cusp tips of lateral cusps are lateral	TAO:0001628	dentary tooth										
Malabarba 1998	58	2	dentary teeth; 0 with tooth cusp arrangement different from state 1 and 2; 1 each tooth with 3 central cusps larger, compressed and in row forming sharp cutting edge; cups tips are distal; 2 each tooth with 3 central cusps larger; compressed and in row forming sharp cutting edge, cusp tips of central cusp distal and cusp tips of lateral cusps are lateral	TAO:0001628	dentary tooth										
Malabarba 1998	59	0	dentary teeth; 0 dentary teeth with 5 to 6 anterior elements large and decreasing in size posteriorly; 1 presence of 3 large anterior dentary teeth; 2 presence of 8 to 10 large anterior dentary teeth	TAO:0001628	dentary tooth	PATO:0000053	count	PATO:0001632	anterior to	5=/>6					
Malabarba 1998	59	1	dentary teeth; 0 dentary teeth with 5 to 6 anterior elements large and decreasing in size posteriorly; 1 presence of 3 large anterior dentary teeth; 2 presence of 8 to 10 large anterior dentary teeth	TAO:0001628	dentary tooth	PATO:0000053	count	PATO:0001632	anterior to	3					
Malabarba 1998	59	2	dentary teeth; 0 dentary teeth with 5 to 6 anterior elements large and decreasing in size posteriorly; 1 presence of 3 large anterior dentary teeth; 2 presence of 8 to 10 large anterior dentary teeth	TAO:0001628	dentary tooth	PATO:0000053	count	PATO:0001632	anterior to	8=/>10					
Malabarba 1998	60	0	lateral line; 0 complete; 1 interrupted, mean number of lateral line perforated scales ranging from 6.5-9.2; 2 lateral line reduced to 2-6 perforated scales			PATO:0000053	count							need to complete	
Malabarba 1998	60	1	lateral line; 0 complete; 1 interrupted, mean number of lateral line perforated scales ranging from 6.5-9.2; 2 lateral line reduced to 2-6 perforated scales			PATO:0000053	count			6.5=/>9.2				need to complete	
Malabarba 1998	60	2	lateral line; 0 complete; 1 interrupted, mean number of lateral line perforated scales ranging from 6.5-9.2; 2 lateral line reduced to 2-6 perforated scales			PATO:0000053	count			2=/>6				need to complete	
Malabarba 1998	61	0	posteriormost scale of longitudinal series of scales just below lateral line; 0 equal in shape to other caudal peduncle scales and not connected to skin flaps; 1 posterior margin of scale free and concave, dorsally connected to skin flap originating between twelfth and thirteenth principal caudal-fin rays and ventrally connected to the nineteenth principal caudal-fin rays; 2 posterior margin of scale free and concave, dorsally connected to skin flap originating from fourteenth principal caudal-fin rays and ventrally connected to the nineteenth principal caudal-fin ray											need to complete	
Malabarba 1998	61	1	posteriormost scale of longitudinal series of scales just below lateral line; 0 equal in shape to other caudal peduncle scales and not connected to skin flaps; 1 posterior margin of scale free and concave, dorsally connected to skin flap originating between twelfth and thirteenth principal caudal-fin rays and ventrally connected to the nineteenth principal caudal-fin rays; 2 posterior margin of scale free and concave, dorsally connected to skin flap originating from fourteenth principal caudal-fin rays and ventrally connected to the nineteenth principal caudal-fin ray											need to complete	
Malabarba 1998	61	2	posteriormost scale of longitudinal series of scales just below lateral line; 0 equal in shape to other caudal peduncle scales and not connected to skin flaps; 1 posterior margin of scale free and concave, dorsally connected to skin flap originating between twelfth and thirteenth principal caudal-fin rays and ventrally connected to the nineteenth principal caudal-fin rays; 2 posterior margin of scale free and concave, dorsally connected to skin flap originating from fourteenth principal caudal-fin rays and ventrally connected to the nineteenth principal caudal-fin ray											need to complete	
Malabarba 1998	62	0	caudal-fin scales; 0 absence of reduced size scales; 1 presence of reduced size and unusual shape scales, with free borders, distributed along proximal length of middle caudal-fin rays											need to complete	
Malabarba 1998	62	1	caudal-fin scales; 0 absence of reduced size scales; 1 presence of reduced size and unusual shape scales, with free borders, distributed along proximal length of middle caudal-fin rays											need to complete	
Malabarba 1998	63	0	caudal-fin scales; 0 absence of elongate scales; 1 presence of one or two elongate scales posterior to the large modified scale of longitudinal series of scales just below lateral line											need to complete	
Malabarba 1998	63	1	caudal-fin scales; 0 absence of elongate scales; 1 presence of one or two elongate scales posterior to the large modified scale of longitudinal series of scales just below lateral line											need to complete	
Malabarba 1998	64	0	humeral spot; 0 present; 1 absent			PATO:0000467	present							need to complete	
Malabarba 1998	64	1	humeral spot; 0 present; 1 absent			PATO:0000462	absent							need to complete	
Malabarba 1998	65	0	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state1; 1 presence of small and distintc black spot approximately al distal tip of first unbranched ray and midpoint of second unbranched ray											need to complete	
Malabarba 1998	65	1	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state1; 1 presence of small and distintc black spot approximately al distal tip of first unbranched ray and midpoint of second unbranched ray											need to complete	
Malabarba 1998	66	0	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state 1; 1 dorsal-fin with black pigment along distal portion of first 4 or 5 branched rays; 2 dorsal-fin with strongly black pigment along mid length of second unbranched and first 5 branched rays, and with weakly pigment on distal portions of these											need to complete	
Malabarba 1998	66	1	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state 1; 1 dorsal-fin with black pigment along distal portion of first 4 or 5 branched rays; 2 dorsal-fin with strongly black pigment along mid length of second unbranched and first 5 branched rays, and with weakly pigment on distal portions of these											need to complete	
Malabarba 1998	66	2	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state 1; 1 dorsal-fin with black pigment along distal portion of first 4 or 5 branched rays; 2 dorsal-fin with strongly black pigment along mid length of second unbranched and first 5 branched rays, and with weakly pigment on distal portions of these											need to complete	
Malabarba 1998	67	0	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state1; 1 black spot on dorsal-fin, along mid-length of second unbranched to sixth branched ray											need to complete	
Malabarba 1998	67	1	dorsal-fin color pattern; 0 not pigmented or with a pattern different from state1; 1 black spot on dorsal-fin, along mid-length of second unbranched to sixth branched ray											need to complete	
Malabarba 1998	68	0	anal-fin color pattern; 0 not pigmented or with a pattern different from state 1; 1 more strongly pigmented along distal portion of branched anal-fin rays											need to complete	
Malabarba 1998	68	1	anal-fin color pattern; 0 not pigmented or with a pattern different from state 1; 1 more strongly pigmented along distal portion of branched anal-fin rays											need to complete	
Malabarba 1998	69	0	neuromasts; 0 distributed along lateral line, if exposed, not discernible; 1 complex, patterned series of exposed neuromasts distributed on head on head and body	TAO:0000243	neuromast									need to complete	
Malabarba 1998	69	1	neuromasts; 0 distributed along lateral line, if exposed, not discernible; 1 complex, patterned series of exposed neuromasts distributed on head on head and body	TAO:0000243	neuromast									need to complete	
Malabarba 1998	70	0	insemination; 0 absent; 1 present			PATO:0000462	absent							need to complete	
Malabarba 1998	70	1	insemination; 0 absent; 1 present			PATO:0000467	present							need to complete	
Malabarba 1998	71	0	sperm nuclei; 0 spherical; 1 elongate	TAO:0009006	sperm	PATO:0000052	shape	PATO:0001499	spherical					sperm nuclei	
Malabarba 1998	71	1	sperm nuclei; 0 spherical; 1 elongate	TAO:0009006	sperm	PATO:0000052	shape	PATO:0001154	elongated					sperm nuclei	
Malabarba 1998	72	0	tooth cusp number in premaxilla of adult specimens; 0 conical; 1 3-5 cusps; 2 5-7 cusps; 3 7-9 cusps; 4 9-11cusps 			PATO:0000052	shape							need to complete	
Malabarba 1998	72	1	tooth cusp number in premaxilla of adult specimens; 0 conical; 1 3-5 cusps; 2 5-7 cusps; 3 7-9 cusps; 4 9-11cusps 			PATO:0000053	count			3=/>5				need to complete	
Malabarba 1998	72	2	tooth cusp number in premaxilla of adult specimens; 0 conical; 1 3-5 cusps; 2 5-7 cusps; 3 7-9 cusps; 4 9-11cusps 			PATO:0000053	count			5=/>7				need to complete	
Malabarba 1998	72	3	tooth cusp number in premaxilla of adult specimens; 0 conical; 1 3-5 cusps; 2 5-7 cusps; 3 7-9 cusps; 4 9-11cusps 			PATO:0000053	count			7=/>9				need to complete	
Malabarba 1998	72	4	tooth cusp number in premaxilla of adult specimens; 0 conical; 1 3-5 cusps; 2 5-7 cusps; 3 7-9 cusps; 4 9-11cusps 			PATO:0000053	count			9=/>11				need to complete	
